TABLE_NAME|ORDINAL_POSITION|COLUMN_NAME|DATA_TYPE|LEN|IS_NULLABLE|DEF|PK
SC_DATA_LGLS|52|dest_level_fk2_rd|varchar|3|YES||
SC_DATA_LGLS|53|dest_level_fk2_od|varchar|3|YES||
SC_DATA_LGLS|54|dest_hspos_fk2_rd|varchar|4|YES||
SC_DATA_LGLS|55|dest_hspos_fk2_od|varchar|4|YES||
SC_DATA_LGLS|56|err_sta_fk1_rd|varchar|4|YES||
SC_DATA_LGLS|57|err_sta_fk2_rd|varchar|4|YES||
SC_DATA_LGLS|58|forkpos_fk1_rd|varchar|4|YES||
SC_DATA_LGLS|59|forkpos_fk2_rd|varchar|4|YES||
SC_DATA_LGLS|60|use_fk_rd|varchar|4|YES||
SC_DATA_LGLS|61|use_fk_od|varchar|4|YES||
SC_DATA_LGLS|62|stock_mode|varchar|4|YES||
SC_DATA_LGLS|63|od_rq_yn|varchar|1|YES||
SC_DATA_LGLS|64|od_rq_flag|varchar|1|YES||
SC_DATA_LGLS|65|cmd_rq_id|varchar|10|YES||
SC_DATA_LGLS|66|cmd_rq_yn|varchar|1|YES||
SC_DATA_LGLS|67|host_send_yn|varchar|8|YES||
SC_DATA_LGLS|68|host_err_send_yn|varchar|8|YES||
SC_DATA_LGLS|69|suspend|varchar|2|YES||
SC_DATA_LGLS|70|read_upd_dt|datetime2||YES||
SC_DATA_LGLS|71|write_upd_dt|datetime2||YES||
SC_DATA_LGLS|72|od_user_id|varchar|20|YES||
SC_DATA_LGLS|73|od_upd_dt|datetime2||YES||
SC_DATA_LGLS|74|write_continue_od|varchar|4|YES||
SC_DATA_LGLS|75|write_flag_od|varchar|4|YES||
SC_DATA_LGLS|76|user_command_od|varchar|4|YES||
SC_DATA_LGLS|77|cv_workbench_rd|varchar|4|YES||
SC_DATA_LGLS|78|cv_workbench_sub_rd|varchar|4|YES||
SC_DATA_LGLS|79|sc_typ|varchar|20|YES||
SC_DATA_LGLS|80|plt_info_rd|varchar|1|YES||
SC_DATA_LGLS|81|sc_view_nm|varchar|5|YES||
SC_DATA_LGLS|82|cmd_rq_parm|varchar|10|YES||
SC_DATA_LGLS|83|subsystem_status_rd|varchar|1|YES||
SC_DATA_LGLS|84|location_01_rd|varchar|2|YES||
SC_DATA_LGLS|85|location_02_rd|varchar|2|YES||
SC_DATA_LGLS|86|location_03_rd|varchar|2|YES||
SC_DATA_LGLS|87|pallet_on_vehicle_rd|varchar|4|YES||
SC_DATA_LGLS|88|transfer_request_od|varchar|1|YES||
SC_DATA_LGLS|89|transfer_ack_rd|varchar|1|YES||
SC_DATA_LGLS|90|pallet_id_od|varchar|4|YES||
SC_DATA_LGLS|91|from_01_od|varchar|2|YES||
SC_DATA_LGLS|92|from_02_od|varchar|2|YES||
SC_DATA_LGLS|93|from_03_od|varchar|2|YES||
SC_DATA_LGLS|94|to_01_od|varchar|2|YES||
SC_DATA_LGLS|95|to_02_od|varchar|2|YES||
SC_DATA_LGLS|96|to_03_od|varchar|2|YES||
SC_DATA_LGLS|97|load_complete_rd|varchar|1|YES||
SC_DATA_LGLS|98|load_complete_ack_od|varchar|1|YES||
SC_DATA_LGLS|99|unload_complete_rd|varchar|1|YES||
SC_DATA_LGLS|100|unload_complete_ack_od|varchar|1|YES||
SC_DATA_LGLS|101|alarm_set_report_rd|varchar|1|YES||
SC_DATA_LGLS|102|alarm_set_report_ack_od|varchar|1|YES||
SC_DATA_LGLS|103|alarm_set_code_rd|varchar|4|YES||
SC_DATA_LGLS|104|alarm_reset_report_rd|varchar|1|YES||
SC_DATA_LGLS|105|alarm_reset_report_ack_od|varchar|1|YES||
SC_DATA_LGLS|106|transfer_complete_location_01_rd|varchar|2|YES||
SC_DATA_LGLS|107|transfer_complete_location_02_rd|varchar|2|YES||
SC_DATA_LGLS|108|transfer_complete_location_03_rd|varchar|2|YES||
sc_def_inf|1|wh_typ|varchar|10|YES||
sc_def_inf|2|sc_no|varchar|10|YES||
sc_def_inf|3|cv_no|varchar|10|YES||
sc_def_inf|4|area|varchar|10|YES||
sc_def_inf|5|upd_dt|date||YES||
sc_hs_def|1|wh_typ|varchar|4|YES||
sc_hs_def|2|sc_no|varchar|5|YES||
sc_hs_def|3|hs_no|varchar|3|YES||
sc_hs_def|4|hs_mc_no|varchar|5|YES||
sc_hs_def|5|dest_dat_pos|varchar|2|YES||
sc_hs_def|6|dest_dat_token|varchar|5|YES||
sc_hs_def|7|dest_def_dat|varchar|200|YES||
sc_hs_def|8|hs_use_yn|varchar|1|YES||
sc_hs_def|9|upd_dt|date||YES||
sc_hs_def|10|pair_hs_no|varchar|5|YES||
sc_hs_def|11|wait_track|varchar|5|YES||
user_grp|1|grp_cd|varchar|10|YES||
user_grp|2|grp_desc|varchar|20|YES||
user_grp|3|ins_dt|date||YES||
user_grp|4|ins_user_id|varchar|20|YES||
user_grp|5|upd_dt|date||YES||
user_grp|6|upd_user_id|varchar|20|YES||
user_grp|7|remarks|varchar|200|YES||
user_grp|8|grp_level|varchar|2|YES||
user_grp_win|1|grp_cd|varchar|10|YES||
user_grp_win|2|win_id|varchar|20|YES||
user_grp_win|3|sel_yn|varchar|2|YES||
user_grp_win|4|upd_yn|varchar|2|YES||
user_grp_win|5|del_yn|varchar|2|YES||
user_grp_win|6|ins_yn|varchar|2|YES||
user_grp_win|7|prt_yn|varchar|2|YES||
user_grp_win|8|exe_yn|varchar|2|YES||
user_grp_win|9|down_yn|varchar|2|YES||
user_grp_win|10|win_view_yn|varchar|2|YES||
user_grp_win|11|ins_dt|date||YES||
user_grp_win|12|ins_user_id|varchar|20|YES||
user_grp_win|13|upd_dt|date||YES||
user_grp_win|14|upd_user_id|varchar|20|YES||
user_mst|1|user_id|varchar|20|YES||
user_mst|2|user_pw|varchar|20|YES||
user_mst|3|user_nm|varchar|30|YES||
user_mst|4|grp_cd|varchar|10|YES||
user_mst|5|remarks|varchar|50|YES||
user_mst|6|ins_user_id|varchar|20|YES||
user_mst|7|ins_dt|date||YES||
user_mst|8|upd_user_id|varchar|20|YES||
user_mst|9|upd_dt|date||YES||
wait_track|1|wh_typ|varchar|3|YES||
wait_track|2|dest_pos|varchar|5|YES||
wait_track|3|wait_track|varchar|5|YES||
wait_track|4|sc_no|varchar|10|YES||
wc_data|1|wh_typ|varchar|2|YES||
wc_data|2|wc_mc_no|varchar|3|YES||
wc_data|3|weight_rcv_val|varchar|7|YES|('0000000')|
wc_data|4|wc_no|varchar|2|YES|('01')|
wc_data|5|plc_no|varchar|2|YES|('01')|
wc_data|6|weight_read_sta|varchar|1|YES|('0')|
wc_data|7|cmd_rq_id|varchar|10|YES|('')|
wc_data|8|cmd_rq_yn|varchar|1|YES|('N')|
wc_data|9|suspend|varchar|1|YES|('0')|
wc_data|10|chk_bypass_yn|varchar|1|YES|('N')|
wc_data|11|od_rq_id|varchar|10|YES|('')|
wc_his|1|wh_typ|varchar|2|YES||
wc_his|2|wc_no|varchar|2|YES||
wc_his|3|wc_mc_no|varchar|3|YES||
wc_his|4|weight_read_sta|varchar|1|YES||
wc_his|5|weight_rcv_val|varchar|7|YES||
wc_his|6|remarks|varchar|100|YES||
wc_his|7|ins_dt|datetime||YES|(getdate())|
wcs_client_log|1|wh_typ|varchar|4|YES||
wcs_client_log|2|ins_dt|datetime2||NO||
wcs_client_log|3|ip|varchar|15|YES||
wcs_client_log|4|user_id|varchar|10|YES||
wcs_client_log|5|win_id|varchar|20|YES||
wcs_client_log|6|lugg_no|varchar|5|YES||
wcs_client_log|7|bottom_tray|varchar|15|YES||
wcs_client_log|8|top_tray|varchar|15|YES||
wcs_client_log|9|message|varchar|200|YES||
wcs_client_log|10|alarm_yn|varchar|1|YES||
wcs_client_log|11|alarm_chk_yn|varchar|1|YES||
wcs_log_pgr|1|wh_typ|varchar|20|YES||
wcs_log_pgr|2|ins_dt|datetime2||YES||
wcs_log_pgr|3|log_seq|int||YES||
wcs_log_pgr|4|lugg_no|varchar|-1|YES||
wcs_log_pgr|5|bcr_bottom|varchar|-1|YES||
wcs_log_pgr|6|bcr_top|varchar|-1|YES||
wcs_log_pgr|7|pgr_nm|varchar|-1|YES||
wcs_log_pgr|8|log_kor|varchar|-1|YES||
wcs_log_pgr|9|track_from|varchar|-1|YES||
wcs_log_pgr|10|track_to|varchar|-1|YES||
wcs_log_pgr|11|job_sta|varchar|-1|YES||
wcs_log_pgr|12|rq_ins_id|varchar|-1|YES||
wcs_log_pgr|13|rq_ins_dt|datetime2||YES||
wcs_log_pgr|14|eqp_typ|varchar|-1|YES||
